Rank,School Rank,School,Team,Solved,Penalty,A,B,C,D,E,F,G,H,I,J,K,L,M,Dirt,Medal,Member1,Member2,Member3,Unofficial,Girl
1,1,北京大学,摆烂人,10,1290,+2(12),+2(260),+3(66),+1(29),+1(212),+1(25),+2(53),-,+3(151),-,+4(121),-,+4(101),56%,Gold,冯施源,彭博,钱易,N,N
2,2,清华大学,有手有脚,10,1444,+4(70),+3(218),+4(69),+1(26),+3(256),+1(35),+1(136),-,+1(117),-,+3(85),-,+3(152),58%,Gold,杨珖,罗恺,陈于思,N,N
3,3,北京航空航天大学,自由落体,9,1127,+2(61),+3(283),+2(67),+1(42),-1,+1(8),+3(124),-,+1(138),-,+2(27),-,+2(217),47%,Gold,唐怡浜,杨振炜,金炼凯,N,N
4,4,上海交通大学,柳,9,1280,+1(42),-10,+6(134),+1(12),+2(192),+1(10),+2(129),-,+1(197),-,+3(54),-,+4(270),57%,Gold,叶瑶琦,姜天乐,王照梓,N,N
5,5,华中科技大学,鸭鸭鱼鱼虫虫,9,1339,+1(63),+4(285),+4(86),+1(12),-,+1(18),+5(182),-,+1(199),-,+3(58),-,+2(176),59%,Gold,俞仲遥,郑欣,龚宸,N,N
6,6,南京大学,triple_dogs,8,688,+1(19),-5,+2(34),+1(9),-2,+1(6),+5(108),-,+1(126),-2,+2(51),-,+3(175),50%,Gold,刘弘洋,张昕渊,王淳扬,N,N
7,7,香港中文大学（深圳）,巴克利,8,997,+2(72),-,+2(42),+1(17),-1,+1(12),+1(97),-1,+4(229),-,+1(77),-,+9(191),61%,Gold,忙秋阳,李冬旭,郭青硕,N,N
8,,上海交通大学,风乎舞雩,8,1016,+1(51),-1,+2(97),+1(18),-,+2(15),+2(133),-,+4(273),-,+1(66),-,+2(223),46%,Gold,冯缘,唐靖淇,郭吉舟,N,N
9,8,浙江工业大学,地球猫猫,8,1113,+4(36),-,+1(88),+1(24),-,+1(22),+4(133),-,+4(232),-,+2(65),-,+2(293),57%,Gold,张宇翔,李亚伦,陈洁怡,N,N
10,,北京大学,淹园外被鸽的鸽子,8,1131,+1(21),-,+2(51),+2(29),+2(245),+1(44),+4(200),-,+3(267),-,+2(94),-,-,52%,Gold,吴清月,胡晋侨,袁傲慕飞,N,N
11,9,电子科技大学,UESTC_阿梓从小就不会算期望,8,1210,+2(93),-1,+3(45),+3(48),-,+2(27),+3(153),-,+1(195),-,+2(96),-,+6(273),63%,Gold,彭帅康,李纪甫,诸人豪,N,N
12,,北京大学,无名氏,8,1241,+6(99),-,+3(88),+1(16),-,+1(31),+2(215),-,+2(161),-,+1(116),-,+3(295),57%,Gold,任柯瑾,林帮才,肖千与,N,N
13,10,中南大学,明日之风的三重奏,7,593,+1(38),-,+2(69),+1(17),-,+1(6),+1(118),-,-1,-,+1(82),-,+2(223),22%,Gold,徐国琛,李玄靖,赵伯阳,N,N
14,11,福州大学,东北饺子馆,7,793,+2(52),-,+1(82),+1(19),-,+1(17),+4(154),-,-1,-,+2(56),-,+5(233),56%,Gold,丁凌烁,王奕然,邓宇凡,N,N
15,12,中国科学技术大学,ac 之恋,7,797,+2(63),-,+1(77),+2(24),-,+1(13),+8(191),-,+1(158),-,+1(91),-,-,56%,Gold,殷跃然,王涵斌,舒英特,N,N
16,,清华大学,运气选手走不远的,7,837,+5(123),-,+3(70),+1(21),-,+1(18),+3(163),-,+4(85),-,+2(117),-,-4,63%,Gold,彭志可,曹越,李天宇,N,N
17,,浙江工业大学,Insomniac,7,881,+1(67),-,+2(119),+1(19),-,+1(8),+3(204),-,-,-,+2(73),-,+2(291),41%,Gold,吴昊天,胡圣烩,谢洋帆,N,N
18,13,北京理工大学,ddl 战神,7,884,+1(37),-,+2(58),+2(31),-,+1(23),+3(174),-,+2(220),-,+4(181),-,-3,53%,Gold,朱子林,林恺,邹知秋,N,N
19,14,南方科技大学,南方科技大学 - 敦刻尔克,7,912,+1(73),-,+1(100),+2(36),-,+1(28),+2(196),-,+1(218),-,+4(161),-,-1,41%,Gold,邓清文,陈天乐,黄少霖,N,N
20,15,杭州电子科技大学,杭电 1 队,7,919,+1(85),-,+2(43),+1(8),-,+1(14),+10(237),-,-9,-,+2(129),-,+2(163),63%,Gold,尹吴潇,戴志炜,赵政和,N,N
21,16,西安交通大学,大秦酒店欢迎您,7,928,+2(76),-,+1(87),+1(26),-1,+1(14),+9(218),-,+3(180),-,+3(67),-,-,65%,Gold,洪家庆,胡扬帆,陈子谦,N,N
22,17,厦门大学,惊鸿过隙,7,978,+2(165),-,+3(95),+1(16),-,+1(8),+3(206),-,+3(259),-,+1(89),-,-,50%,Gold,周和,张俊杰,麦润埔,N,N
23,18,苏州大学,Blowback,7,1037,+1(75),-,+1(97),+1(22),-,+1(16),+4(273),-,+2(298),-,+2(156),-,-,41%,Gold,周骁逸,王宇轩,简嘉瑶,N,N
24,19,浙江农林大学,pop rbp,7,1059,+1(62),-,+3(132),+1(14),-,+1(21),+3(293),-,+3(224),-,+2(173),-,-,50%,Gold,杨成艺,章恒磊,郑懿,N,N
25,20,西北工业大学,黎明与黄昏,7,1167,+5(72),-,+2(111),+1(18),-,+1(15),+9(279),-,-9,-,+2(123),-,+5(189),72%,Gold,李天舒,池久涛,赵一平,N,N
26,21,广州大学,负负得正,7,1205,+1(129),-,+2(112),+1(16),-,+1(8),+10(266),-,+6(209),-,+2(145),-,-,69%,Gold,张靖,李泽刚,黎宝鸿,N,N
27,22,华东师范大学,东方 homo 馆,7,1328,+3(115),-,+2(74),+1(22),-,+1(14),+16(295),-,+2(268),-,+2(140),-,-,74%,Gold,余东桦,漆宇祥,范晨阳,N,N
28,23,杭州电子科技大学信息工程学院,清蒸狮子头,6,467,+1(31),-,+1(51),+1(8),-,+1(17),+4(183),-,-8,-,+1(117),-,-,33%,Gold,尹凯乐,杨鑫,柳徐吉,N,N
29,24,北京邮电大学,珊瑚宫心海,6,522,+1(37),-,+2(69),+1(25),-,+1(20),+4(220),-,-,-,+1(71),-,-,40%,Gold,程泓涛,董凯文,高畅,N,N
30,25,华东理工大学,想队名比过题还难,6,535,+1(64),-,+1(76),+1(22),-,+1(15),-4,-,-7,-,+1(96),-,+2(242),14%,Gold,曾剑涛,杭业晟,胡文波,N,N
31,26,武汉大学,大秦可乐,6,544,+1(100),-,+1(62),+1(17),-,+1(6),-5,-,-6,-,+3(81),-,+2(218),33%,Gold,杨宇杰,杨宇轩,陈昭宪,N,N
32,,上海交通大学,吸风饮露,6,573,+1(78),-,+2(115),+1(27),-,+1(22),+1(210),-,-22,-,+3(61),-,-,33%,Gold,刘泳霖,杨崇烨,王鲲鹏,N,N
33,27,中山大学,中山大学 - 版本之子,6,600,+3(67),-,+2(80),+2(17),-,+1(23),+4(197),-,-5,-,+3(36),-,-,60%,Gold,梁梓豪,罗以彬,陈银超,N,N
34,,清华大学,暑假胖十斤,6,604,+1(33),-,+5(162),+1(11),-,+1(25),-5,-,+2(191),-,+2(62),-,-5,50%,Gold,何珈玮,孙乐然,陈卓裕,N,N
35,28,中国人民大学,嘉然今天创什么,6,624,+1(60),-,+3(107),+1(38),-,+1(31),-9,-,+3(234),-,+1(74),-,-,40%,Gold,李林豇,汪元森,王成瑞,N,N
36,,华东师范大学,签到题破防,6,634,+3(81),-,+3(90),+1(19),-,+1(16),+1(191),-,-22,-,+3(117),-,-,50%,Silver,熊高越,祝润天,谈笑枫,N,N
37,29,四川大学,树上莫队,6,664,+1(74),-,+1(168),+1(34),-,+1(11),-4,-,-,-,+2(84),-,+2(253),25%,Silver,刘却桓,朱奕杰,黄云垄,N,N
38,30,南京理工大学,立一摸断平三色猫猫头,6,667,+1(50),-,+3(83),+4(55),-2,+1(6),+5(128),-,-1,-,+2(145),-,-1,62%,Silver,郭佳樊,金朝哲,陈一涵,N,N
39,31,东北大学,东北大学_空指针,6,687,+3(88),-1,+2(132),+1(37),-1,+1(12),+6(188),-1,-5,-1,+1(70),-2,-2,57%,Silver,向辉,王乐言,陈锦绥,N,N
40,,华中科技大学,流汗猫虫,6,701,+1(71),-,+3(116),+2(29),-,+2(39),+3(227),-,-5,-,+2(79),-,-,53%,Silver,吴佳黎,王尊玉,闫润邦,N,N
41,,南京大学,钟山风雨,6,714,+2(46),-,+5(116),+1(29),-,+1(25),+2(206),-,-60,-,+2(152),-,-,53%,Silver,王恺翔,陈昊洋,黄梓彦,N,N
42,32,湖南大学,化竞选手再物竞,6,720,+3(80),-,+2(79),+1(19),-,+1(15),-12,-,+4(247),-,+2(140),-,-,53%,Silver,张龙韬,朱名扬,陈叹,N,N
43,,北京邮电大学,三天两套,6,725,+3(117),-,+2(88),+1(17),-,+1(13),+4(219),-,-22,-,+2(131),-,-,53%,Silver,李健扬,苏承烨,马玉龙,N,N
44,,四川大学,基本无害,6,759,+5(109),-,+1(88),+1(32),-,+1(21),+5(223),-,-8,-,+1(126),-,-7,57%,Silver,李名骕,牛佳文,苏臻,N,N
45,33,同济大学,达拉崩吧班德贝迪卜多比鲁翁,6,773,+1(47),-,+2(102),+1(44),-,+1(17),-2,-,-1,-,+4(146),-,+3(297),50%,Silver,刘依扬,孙治弘,张乐天,N,N
46,,北京航空航天大学,想抱住前面学长的大腿,6,787,+2(45),-,+5(113),+1(62),-,+1(54),+4(194),-,-10,-,+2(139),-,-,60%,Silver,吴昊恒,李秉翰,董雨润,N,N
47,34,信阳师范学院,信阳师范学院队,6,788,+1(64),-,+2(187),+1(9),-,+1(17),-5,-,+1(266),-,+4(165),-,-,40%,Silver,胡嘉兴,胡嘉兴,胡嘉兴,N,N
48,35,山东理工大学,凌乱 - 皮卡 Wa,6,801,+1(119),-,+3(96),+1(13),-,+1(16),+6(249),-,-4,-,+2(148),-,-,57%,Silver,徐董鑫,马健文,马润东,N,N
49,36,吉林大学,黑化肥挥发发灰会花飞,6,804,+1(65),-,+2(143),+2(29),-,+1(16),+4(289),-,-,-,+3(122),-,-,53%,Silver,王鹏一,郑翔曦,郭冠男,N,N
50,,电子科技大学,UESTC_BetaCode,6,817,+2(69),-,+5(157),+1(19),-,+1(28),+5(252),-,-11,-,+1(112),-,-,60%,Silver,张能,李欣朋,汪语桐,N,N
51,37,复旦大学,刻耳柏洛斯,6,821,+4(92),-,+3(145),+1(35),-,+1(18),+5(266),-,-,-,+1(85),-,-2,60%,Silver,刘皓蓝,张宇琪,马成,N,N
51,,杭州电子科技大学,杭电 8 队,6,821,+1(63),-,+1(129),+1(27),-,+1(16),+9(286),-,-1,-,+1(140),-,-,57%,Silver,潘登,郑航凯,陈宗源,N,N
53,38,天津大学,背着队友偷偷 A 题,6,823,+2(115),-,+1(204),+1(38),-,+1(17),+1(261),-,-,-,+1(168),-,-,14%,Silver,刘汶铮,艾力西尔·安外尔,陈曦,N,N
54,39,贵州大学,wa 之勇者成名录,6,844,+3(49),-,+5(88),+1(55),-,+1(17),+7(236),-,-4,-,+3(119),-,-,70%,Silver,姜春磊,王硕,胡梦昕,N,N
55,40,哈尔滨工业大学（深圳）,骗分大队,6,850,+1(57),-,+3(84),+1(25),-,+4(48),+7(295),-,-29,-,+1(121),-,-,64%,Silver,曹杨,沈文,潘思成,N,N
56,,电子科技大学,UESTC_星际幽灵,6,866,+3(84),-,+4(141),+2(16),-,+2(25),+2(195),-,-2,-,+3(205),-,-3,62%,Silver,张乐恒,王昱栋,罗旅洲,N,N
57,41,南京航空航天大学,幺鸡小分队,6,878,+2(86),-,+4(125),+1(36),-,+1(22),-2,-,+5(270),-,+1(179),-,-,57%,Silver,刘昊哲,周傅毅楠,沈凌翔,N,N
58,,武汉大学,于寒风中飞弛,6,880,+2(234),-,+2(70),+1(24),-,+1(17),+4(296),-,-,-,+2(119),-,-,50%,Silver,于丰林,张弛,郑寒友,N,N
59,42,山东大学,追光者,6,895,+4(84),-,+1(105),+1(10),-,+1(22),+11(247),-,-8,-,+2(147),-,-,70%,Silver,庞天祥,战绪丰,袁胜利,N,N
60,,南京大学,流火,6,903,+3(90),-,+2(87),+1(32),-,+2(25),+8(293),-,-,-,+3(116),-,-6,68%,Silver,姚嘉和,曹逸中,陈弘毅,N,N
61,43,西安电子科技大学,辛几何旋律,6,932,+5(101),-,+5(141),+3(25),-,+1(38),+6(213),-,-25,-,+1(114),-,-,71%,Silver,冯畅,周灿,湛忠胜,N,N
62,44,北京交通大学,羊羊羊,6,936,+6(191),-,+1(149),+1(22),-,+1(15),+2(289),-,-,-,+3(110),-,-,57%,Silver,夏鹤鸣,张开元,郭昱哲,N,N
63,,武汉大学,青春可爱迷妹不会梦见十灯佐特,6,943,+3(64),-,+1(139),+1(11),-,+2(93),-7,-,-,-7,+2(187),-,+6(269),60%,Silver,侯哲,冯烨聪,蔡玉聪,N,N
64,,南方科技大学,南方科技大学 - 佩皮尼昂,6,947,+5(124),-,+4(83),+2(30),-,+1(13),-6,-,-,-,+2(113),-,+7(284),71%,Silver,张书玮,程司哲,郑轶滔,N,N
65,45,浙江师范大学,你不是一个人,6,956,+2(63),-,+3(125),+1(30),-,+1(24),+9(294),-,-,-,+3(160),-,-,68%,Silver,丁逸飞,郑依佳,陈骏鹏,N,N
66,,华中科技大学,删库跑路,6,966,+3(89),-,+2(140),+1(20),-,+1(14),-3,-,-1,-,+3(146),-,+9(297),68%,Silver,刘柏年,刘皓铭,汪文卓,N,N
67,,同济大学,长日将尽,6,988,+8(131),-,+3(83),+1(23),-,+2(17),+7(254),-,-,-,+3(120),-,-,75%,Silver,储德明,姜梓恒,朱泽凯,N,N
68,,北京理工大学,所以爱会消失对不队,6,1004,+3(85),-,+4(195),+2(35),-,+1(39),+4(277),-,-,-,+2(173),-,-,62%,Silver,刘艺程,周宇傲,张智博,N,N
69,,南方科技大学,南方科技大学 - 枫丹白露,6,1012,+3(87),-,+1(104),+1(56),-,+6(149),+6(282),-,-21,-,+2(74),-,-,68%,Silver,严翔羽,何俞均,陈明志,N,N
70,46,河南大学,IEEE754,6,1019,+4(200),-1,+1(166),+1(34),-,+1(18),-5,-,+6(286),-,+2(135),-1,-,60%,Silver,刘挺屹,吴浩然,张宇,N,N
71,,复旦大学,黑莲,6,1025,+3(119),-,+2(180),+1(53),-,+1(22),+5(291),-,-,-,+1(220),-,-,53%,Silver,刘澈,吴思鸿,张润哲,N,N
72,47,哈尔滨理工大学,哈理工 08 队,6,1063,+8(213),-,+3(138),+2(35),-,+3(23),-10,-,+3(287),-,+1(87),-,-,70%,Silver,王令开,王开纪,顾红卫,N,N
73,48,南京信息工程大学,跟不上榜,6,1085,+2(160),-,+1(91),+1(21),-,+1(9),+23(284),-,-59,-,+1(60),-,-,79%,Silver,洪伟,潘小康,董兆琦,N,N
74,49,东南大学,咕噜咕噜,6,1146,+3(67),-,+10(288),+1(21),-,+1(12),+6(254),-,-,-,+4(124),-,-,76%,Silver,张皓,田昊冬,黄天宇,N,N
75,50,上海大学,夜归人,6,1278,+5(196),-,+3(173),+2(42),-,+1(20),+15(279),-,-30,-,+3(108),-,-,79%,Silver,冀昱昊,金之谦,陶钧,N,N
76,,天津大学,归零,6,1288,+6(250),-,+4(178),+2(19),-,+1(22),+6(288),-,-,-,+4(191),-,-,73%,Silver,叶泽侬,崔奕凡,陈奕池,N,N
77,51,南京邮电大学,斑鸠,6,1298,+10(278),-,+2(142),+2(49),-,+1(26),+2(238),-,-,-,+4(265),-,-,71%,Silver,崔泽昂,樊祺乐,郁青陟,N,N
78,,西安交通大学,SonicYouth,5,370,+2(76),-,+3(60),+2(25),-,+1(13),-,-,-16,-,+2(96),-,-,50%,Silver,何卓霖,夏玮钧,李纳川,N,N
79,,哈尔滨工业大学（深圳）,白楼散华,5,375,+2(61),-,+1(73),+1(25),-,+2(28),-8,-,-6,-,+3(108),-,-1,44%,Silver,孙宇开,羊柯伍,陈宇轩,N,N
80,,复旦大学,天体交织,5,381,+1(25),-,+4(85),+1(46),-6,+1(8),-4,-,-2,-,+3(117),-,-,50%,Silver,聂绍珩,陆佳艺,陈可汗,N,N
80,52,重庆大学,康康你的队名,5,381,+1(73),-,+1(153),+1(29),-,+1(15),-4,-,-,-,+2(91),-,-,16%,Silver,刘怡鹏,肖才银,黄康,N,N
80,,中国科学技术大学,USTC 摸鱼队,5,381,+1(44),-,+2(84),+1(12),-,+1(21),-7,-,-1,-,+3(160),-,-3,37%,Silver,林度,温家睿,陈凌峰,N,N
83,,杭州电子科技大学,杭电 12 队,5,386,+1(32),-,+1(110),+2(45),-,+1(9),-6,-,-,-,+2(150),-,-,28%,Silver,李卓然,林子睿,邹柳石,N,N
84,,上海交通大学,云影徘徊,5,394,+3(80),-,+3(105),+1(20),-,+1(13),-11,-,-2,-,+2(76),-,-,50%,Silver,曾子瑞,陈圣尧,陈烨炜,N,N
85,53,江西师范大学,ero automaton,5,399,+1(157),-,+2(85),+1(8),-,+1(16),-10,-,-,-,+1(113),-,-,16%,Silver,张天福,陈哲,颜玮琦,N,N
86,54,中国科学院大学,果壳挂科王,5,412,+1(46),-,+2(103),+1(56),-,+1(20),-5,-,-,-,+1(167),-,-,16%,Silver,徐亦周,徐致远,蓝天朗,N,N
87,,杭州电子科技大学,杭电 2 队,5,418,+3(51),-,+2(105),+1(21),-,+1(16),-10,-,-9,-,+3(125),-,-,50%,Silver,应以周,舒飘扬,郑豪杰,N,N
88,55,长沙理工大学,宝可梦之炼金术士,5,420,+1(131),-,+1(97),+1(25),-,+1(19),-7,-,-2,-,+1(148),-,-,0%,Silver,刘帅,刘赟贲,胡洋,N,N
89,,华中科技大学,偏远小渔村传统弱校,5,427,+3(60),-,+4(145),+1(19),-,+1(12),-5,-,-,-,+1(91),-,-,50%,Silver,李明翰,李根,陈贤坤,N,N
90,,福州大学,气球天降,5,430,+1(73),-,+3(135),+1(24),-,+1(19),-4,-,-,-,+3(99),-,-,44%,Silver,吴英航,林章鹏,欧云帆,N,N
91,56,中国地质大学（武汉）,背着队友偷偷 wa 题,5,436,+1(61),-,+2(94),+1(12),-,+1(19),-,-,-,-,+4(170),-,-2,44%,Silver,于桐,付欣宇,何永鑫,N,N
92,,中山大学,中山大学_无限,5,442,+5(67),-,+3(82),+1(33),-,+1(23),-7,-,-10,-,+1(117),-,-,54%,Silver,叶成隆,张凯东,朱泰锟,N,N
93,57,华南理工大学,香精蕨菜,5,443,+1(45),-,+4(106),+1(15),-,+3(50),-9,-,-9,-,+3(87),-,-,58%,Silver,余梓灏,赵冬青,陈漫璟,N,N
93,,中国人民大学,吾等勠力同心，定能回天转日,5,443,+1(89),-,+1(133),+1(33),-,+1(19),-7,-,-,-,+1(169),-,-,0%,Silver,何东楠,向尔格,李泽北,N,N
95,58,东北大学秦皇岛分校,小饼卷大葱,5,448,+1(55),-,+2(155),+1(9),-,+1(16),-4,-,-1,-,+2(173),-,-,28%,Silver,司伟业,李不凡,董淑睿,N,N
96,59,中国石油大学（北京）,我为石油献代码,5,461,+1(74),-,+2(163),+1(40),-,+1(18),-3,-,-,-,+2(126),-,-,28%,Silver,夏方略,潘耀宇,郑朝斌,N,N
97,,浙江工业大学,铁华团,5,462,+4(99),-,+2(120),+1(19),-,+1(10),-2,-,-2,-,+1(134),-,-,44%,Silver,李汶芝,王瑞,王路,N,N
98,60,太原理工大学,为嘛黄瓜绿,5,473,+1(45),-,+4(171),+2(16),-,+1(8),-7,-,-3,-,+3(113),-,-,54%,Silver,何奇璋,李昌荣,李沛霖,N,N
99,,南京航空航天大学,在 ICPC 中寻求 WA 并没有搞错什么,5,475,+5(90),-,+1(84),+1(34),-,+2(22),-4,-,-4,-,+2(125),-,-,54%,Silver,任衍硕,吕俊琪,姚远,N,N
100,,浙江农林大学,Restart,5,476,+4(100),-,+1(80),+1(13),-,+1(23),-,-,-,-,+2(180),-,-7,44%,Silver,王子超,王荣峥,郑伊磊,N,N
101,61,哈尔滨工程大学,让我再摸一下心之钢,5,484,+1(116),-,+3(164),+1(32),-,+2(27),-8,-,-22,-,+1(85),-,-,37%,Silver,于子涵,蒋保崧,郑祯睿,N,N
102,62,广东工业大学,猪扒滑蛋饭,5,499,+1(68),-,+5(141),+1(11),-,+1(34),-,-,-16,-,+1(165),-,-,44%,Silver,刘皓瑜,吴董超,梁泽丰,N,N
103,63,武汉科技大学,无星之夜,5,506,+1(123),-,+1(163),+1(22),-,+1(11),-5,-,-,-,+1(187),-,-,0%,Silver,聂泽锴,胡步,郑天佑,N,N
104,,东北大学,东北大学_遇到困难睡大觉,5,510,+1(80),-,+3(153),+1(23),-,+1(13),-6,-,-,-,+2(181),-,-,37%,Silver,冯楚钊,张浩霖,顾竣凯,N,N
104,64,国防科技大学,蓝色空间号,5,510,+2(62),-,+4(219),+1(18),-,+1(10),-9,-,-,-,+2(101),-,-,50%,Silver,朱卓锋,王荣航,董理,N,N
106,,国防科技大学,万有引力号,5,531,+4(80),-,+3(87),+1(25),-,+1(13),-10,-,-4,-,+5(146),-,-,64%,Bronze,张睿达,李泽锴,王子恒,N,N
107,,西安电子科技大学,机随乱打,5,534,+1(84),-,+1(106),+1(37),-,+1(15),-21,-,-8,-,+6(192),-,-,50%,Bronze,孙振元,张艺龄,田康杰,N,N
108,65,福建师范大学,我们店是室女座超星系团最好吃的沙县小吃,5,543,+1(54),-,+4(167),+1(8),-,+1(19),-5,-,-,-,+1(235),-,-,37%,Bronze,周奕帆,苏君鹏,陈杨涛,N,N
109,,北京航空航天大学,你今天摆烂了对不队,5,551,+2(57),-,+3(115),+1(17),-,+1(9),-15,-,-,-,+6(193),-,-,61%,Bronze,吕双羽,杨汭,石睿知,N,N
110,,南京理工大学,核平猫猫头,5,552,+3(68),-,+3(140),+2(21),-,+1(38),-,-,-4,-,+4(125),-,-1,61%,Bronze,何平,蔡佳铭,陈涣焕,N,N
111,,北京理工大学,北理菜币,5,555,+2(53),-,+1(128),+7(27),-,+1(7),-10,-,-,-,+3(160),-,-,64%,Bronze,卢子辰,张庚辰,徐子懋,N,N
112,,西北工业大学,命运之石,5,574,+3(76),-,+2(127),+1(35),-,+1(19),-3,-,-,-,+5(177),-,-,58%,Bronze,吴秋鹏,许洲宁,邹嘉豪,N,N
113,66,浙江理工大学,喵喵队立大功,5,578,+2(99),-,+4(127),+1(22),-,+1(13),-32,-,-,-,+3(197),-,-,54%,Bronze,吴士超,楼家豪,瞿程浩,N,N
114,,福州大学,一人一瓶西湖水,5,582,+1(81),-,+5(192),+1(27),-,+1(13),-2,-,-,-,+3(149),-,-,54%,Bronze,傅晗,杨云飞,林东颖,N,N
115,67,台州学院,沧浪之水,5,587,+1(108),-,+3(188),+1(29),-,+1(16),-,-,-,-,+1(206),-,-,28%,Bronze,孙宇飞,林钰琳,陈景钧,N,N
116,68,中国地质大学（北京）,莓莓奶昔,5,592,+4(129),-,+3(83),+1(21),-,+1(12),-6,-,-,-,+4(187),-,-,61%,Bronze,易晨竹,郭彦杏,黄恺瑞,N,N
117,,电子科技大学,UESTC_喵喵拳,5,618,+3(149),-,+4(220),+1(13),-,+1(29),-,-,-,-,+1(107),-,-7,50%,Bronze,熊文筱,程博文,胡瑞,N,N
118,,中国科学技术大学,罚时要高到无穷,5,628,+2(152),-,+4(70),+1(29),-,+3(31),-9,-,-21,-,+3(186),-,-,61%,Bronze,桂之瑜,沈新迪,王博文,N,N
118,69,西南交通大学,电灯泡也会心痛,5,628,+2(198),-1,+1(114),+2(5),-1,+2(31),-8,-1,-1,-1,+1(220),-1,-1,37%,Bronze,徐梓航,赵一冰,郑欢庆,N,N
120,70,西南财经大学,前进！冲击！突破！,5,633,+6(168),-,+2(124),+3(52),-,+1(14),-6,-,-3,-,+2(95),-,-,64%,Bronze,张硕,杨文昊,钟明汉,N,N
121,71,武昌理工学院,雅沙西,5,637,+2(56),-,+11(158),+1(17),-,+1(21),-,-,-21,-,+2(145),-,-,70%,Bronze,周思豪,常康腾,常毅威,N,N
122,,哈尔滨工业大学（深圳）,AE 钙奶队,5,639,+2(164),-,+3(125),+1(52),-,+1(15),-,-,-,-,+2(203),-,-3,44%,Bronze,夏鸿博,曹海东,高硕豪,N,N
123,,西南交通大学,赛马娘粉丝团,5,640,+1(83),-,+4(169),+1(26),-,+1(37),-,-,-,-,+2(245),-,-,44%,Bronze,王浩源,王翔宇,陈越,N,N
124,,山东大学,梦天使,5,641,+3(204),-,+4(139),+1(16),-,+1(14),-6,-,-10,-,+3(128),-,-,58%,Bronze,张昊雨,耿浩天,蒋裕成,N,N
124,72,上海财经大学,SAKANA,5,641,+3(88),-1,+3(164),+1(46),-1,+1(30),-3,-1,-6,-1,+1(233),-1,-8,44%,Bronze,曹人杰,费煜章,郭士纳,N,N
126,,福建师范大学,回光返照,5,643,+4(186),-,+2(95),+1(9),-,+1(19),-18,-,-,-,+3(214),-,-,54%,Bronze,林骅,章军豪,陈坤坤,N,N
127,,南京大学,荆棘黄昏,5,649,+4(154),-,+3(80),+1(36),-,+1(70),-7,-,-,-,+3(169),-,-,58%,Bronze,缪天顺,蔡昊润,鞠哲,N,N
128,73,哈尔滨工业大学（威海）,行雲流水,5,656,+5(260),-,+3(98),+1(39),-,+1(23),-4,-,-11,-,+1(116),-,-,54%,Bronze,张春立,王昊川,罗江楠,N,N
129,,重庆大学,智力 9,5,660,+2(171),-,+4(186),+2(53),-,+1(25),-9,-,-,-,+2(105),-,-,54%,Bronze,于轩,葛轩铭,裘博航,N,N
130,74,中国矿业大学,矿世奇才,5,666,+3(188),-,+1(205),+2(52),-,+1(21),-3,-,-,-,+2(120),-,-,44%,Bronze,刘凯,肖佳乐,蔡家桢,N,N
131,75,沈阳理工大学,丁真,5,668,+3(133),-,+3(170),+1(25),-,+1(17),-5,-,-,-,+2(223),-,-,50%,Bronze,茅泉浩,金典,金铉杰,N,N
132,,苏州大学,555 我的炸鸡,5,670,+2(62),-,+3(116),+1(26),-,+1(15),-7,-,-,-,+7(271),-,-,64%,Bronze,林志诚,陈惟一,顾俊辉,N,N
133,76,湖南科技学院,车拉马,5,680,+1(98),-1,+4(262),+1(14),-1,+1(18),-4,-1,-1,-1,+3(188),-1,-1,50%,Bronze,朱祎文,李公全,李顺龙,N,N
134,,山东大学,四小时下班,5,683,+1(136),-,+5(219),+2(39),-,+1(23),-1,-,-,-,+3(126),-,-2,58%,Bronze,张炳琪,王天竹,禚安垣,N,N
135,,北京航空航天大学,会挽雕弓如满月,5,686,+2(128),-,+7(149),+2(68),-,+1(54),-8,-,-3,-,+2(107),-,-,64%,Bronze,傅可树,梁钧著,马一,N,N
136,,中山大学,中山大学 - 三轮车,5,687,+4(100),-,+5(154),+1(33),-,+1(28),-16,-,-11,-,+3(192),-,-,64%,Bronze,何宇扬,曾德星,陈冠宏,N,N
137,77,江南大学,远坂凛粉丝队,5,695,+1(83),-1,+3(230),+1(21),-1,+1(17),-1,-1,-1,-1,+2(284),-1,-1,37%,Bronze,何云康,张逍遥,陈云豪,N,N
138,78,华南师范大学,开摆队,5,708,+1(120),-,+2(176),+1(39),-,+1(25),-,-,-,-,+5(248),-,-,50%,Bronze,温雅杰,许棋皓,陈泽勇,N,N
139,,东北大学秦皇岛分校,bug 都改队,5,709,+1(105),-,+2(197),+3(39),-,+1(18),-,-,-,-,+1(290),-,-,37%,Bronze,冯鼎容,曹怡明,曹立菲,N,N
140,79,宁波大学,追星星的喵酱,5,713,+4(132),-,+1(235),+2(38),-,+2(24),-,-,-,-,+1(184),-,-,50%,Bronze,姚沈豪,李浩,王小管,N,N
141,,苏州大学,韩氏空指针上可持久化雨自动机,5,718,+1(92),-,+3(179),+2(41),-,+1(11),-,-,-,-,+3(295),-,-,50%,Bronze,周逸扬,李承庚,赵鹏,N,N
142,,广东工业大学,交叉路,5,722,+3(69),-,+4(103),+1(31),-,+1(28),-1,-,-,-,+8(251),-,-,70%,Bronze,杨子弘,钟迪,黄海逸,N,N
