Rank,School Rank,School,Team,Solved,Penalty,A,B,C,D,E,F,G,H,I,J,K,L,M,Dirt,Medal,Member1,Member2,Member3,Unofficial,Girl
46,32,南京大学,钟山风雨,6,849,+1(9),-,+2(33),-,+2(125),-,+4(202),-,-,-2,-,+1(281),+3(59),53%,Silver,王恺翔,陈昊洋,黄梓彦,N,N
47,33,杭州电子科技大学信息工程学院,清蒸狮子头,6,872,+1(3),-,+3(95),-,+3(69),-,+4(244),-,-,-1,-,+2(265),+1(36),57%,Silver,尹凯乐,杨鑫,柳徐吉,N,N
48,,华东师范大学,签到题破防,6,879,+1(6),-,+3(122),-,+2(86),-,-4,-,-,+4(256),-,+1(227),+1(62),50%,Silver,熊高越,祝润天,谈笑枫,N,N
49,34,东北大学秦皇岛分校,NEUQ-SCJ,6,906,+1(4),-,+3(150),-,+2(107),-,+3(232),-,-,-6,-,+2(253),+1(40),50%,Silver,刘琛,胡鸿捷,袁茂恒,N,N
50,35,广东工业大学,猪扒滑蛋饭,6,918,+1(11),-,+2(144),-,+3(123),-,+3(197),-,-,-5,-,+1(281),+1(62),45%,Silver,刘皓瑜,吴董超,梁泽丰,N,N
51,,天津大学,归零,6,929,+3(8),-,+3(85),-,+4(140),-,+1(183),-,-,-3,-,+3(280),+1(53),60%,Silver,叶泽侬,崔奕凡,陈奕池,N,N
52,36,南开大学,幻视之夜,6,948,+1(8),-,+2(154),-,+1(29),-,+5(284),-,-,-,-,+4(258),+1(55),57%,Silver,侯黄博林,华志远,林诗润,N,N
53,,广东工业大学,猫猫吃代码,6,997,+1(6),-,+1(146),-,+2(57),-,+9(298),-,-,-,-,+2(226),+1(64),62%,Silver,严瑞祺,张峻豪,王镇涛,N,N
54,37,南京信息工程大学,跟不上榜,6,1001,+1(4),-,+1(156),-,+2(109),-,-,-,-,+7(237),-,+2(279),+2(36),60%,Silver,洪伟,潘小康,董兆琦,N,N
55,38,兰州大学,真没睡,6,1444,+1(4),-,+2(141),-,+6(275),-,+9(297),-,-,+4(182),-5,-,+1(205),73%,Silver,李大源,李文凯,水源,N,N
56,39,山东大学,黄金滋嘣狗,5,354,+1(6),-,+1(77),-,+1(64),-,+1(141),-,-,-4,-,-,+2(46),16%,Silver,许蕴朴,郭子健,韩雨辰,N,N
57,40,暨南大学,__菜鸟分割线__,5,357,+1(4),-,+1(79),-,+1(36),-,-4,-,-,-2,-,+1(196),+1(42),0%,Silver,余欣妍,柯瑞凯,贾子涵,N,N
58,,南京大学,菜茎合作社,5,380,+1(8),-,+1(87),-,+1(23),-,+3(172),-,-,-9,-1,-,+1(50),28%,Silver,柴浩天,贺柄毓,陈荣锴,N,N
59,41,济南大学,樱之重生,5,463,+1(4),-,+2(110),-,+1(30),-,+3(209),-,-,-,-,-,+1(50),37%,Silver,刘延松,张益铭,龚奕天,N,N
60,42,浙江工商大学,猫猫滚脸,5,479,+1(9),-,+1(85),-,+2(107),-,+4(160),-,-,-2,-,-8,+1(38),44%,Silver,何天益,俞飞洋,汤英杰,N,N
61,43,西南大学,西南大学啦啦队,5,491,+1(4),-,+1(79),-,+1(115),-,+1(251),-,-,-9,-,-,+1(42),0%,Silver,何一,徐畅,陈雯丽,N,N
62,,南京大学,南小鸟,5,513,+1(4),-,+2(45),-,+2(55),-,-5,-,-,-1,-,+2(247),+2(82),44%,Silver,周相羽,朱家辰,贺卓宇,N,N
63,,浙江工业大学,夏,5,519,+1(4),-,+3(98),-,+4(105),-,+2(166),-,-,-,-,-12,+1(26),54%,Silver,吴昊天,胡圣烩,谢洋帆,N,N
64,,电子科技大学,UESTC_Black_Mage,5,534,+1(8),-,+2(122),-,+1(64),-,-6,-,-,-1,-,+1(243),+2(57),28%,Silver,何旭,周雨辰,张子牛,N,N
65,,北京理工大学,凉心做题人,5,536,+1(6),-,+2(103),-,+1(55),-,-10,-,-,-,-,+1(292),+2(40),28%,Silver,何骏,苗沂坤,高浩轩,N,N
66,,杭州电子科技大学,杭电7队,5,553,+2(8),-,+4(83),-,+4(91),-,+1(196),-,-,-,-3,-1,+1(35),58%,Silver,林圣钬,林炜钦,赵铁囝,N,N
67,,东北大学秦皇岛分校,ACE-101,5,564,+1(3),-,+1(126),-,+1(116),-,-,-,-,-1,-,+3(209),+2(50),37%,Silver,吴一玄,王敬群,罗潇阳,N,N
68,44,杭州师范大学,三众全灰,5,596,+1(7),-,+1(167),-,+2(92),-,+1(270),-,-,-3,-,-2,+1(40),16%,Silver,傅贤杨,包嘉城,江宇杰,N,N
69,45,同济大学,理塘最強伝說と絕兇の猛虎純真丁一郎,5,598,+1(5),-,+3(134),-1,+1(22),-,+2(249),-,-,-,-,-5,+4(68),54%,Silver,储德明,季马泽宇,朱泽凯,N,N
70,46,中国矿业大学,矿野之息,5,609,+1(8),-,+1(83),-,+2(51),-,+4(268),-,-,-1,-,-6,+4(59),58%,Silver,杨斌涵,肖扬航,雷毅,N,N
71,47,上海理工大学,胡学姐像阿尼亚一样可爱,5,633,+1(5),-,+2(129),-,+3(146),-,+2(235),-,-,-,-2,-23,+1(38),44%,Silver,刘斌然,胡洁昌,蔡钦成,N,N
72,48,湖北工业大学,Random(name),5,647,+1(8),-,+1(184),-,+1(123),-,+1(286),-,-,-,-,-,+1(46),0%,Silver,徐億祥,贺鑫宇,颜潇冉,N,N
73,49,浙江农林大学,翻斗幼儿园老年班,5,658,+1(7),-,+1(150),-,+2(167),-,-3,-,-,-,-,+1(270),+1(44),16%,Bronze,杨成艺,章恒磊,郑懿,N,N
74,,深圳大学,twilight illusion,5,660,+1(15),-,+2(154),-,+4(79),-,+2(228),-,-,-,-,-,+3(44),58%,Bronze,叶可禾,张艺轩,郑博瀚,N,N
75,50,复旦大学,快速毛茸茸变换,5,664,+1(4),-,+1(115),-,+3(161),-,-4,-,-,-,-,+1(257),+2(67),37%,Bronze,俞嘉琪,周子羽,宋悦荣,N,N
76,,南京邮电大学,拯救世界可太有趣辣,5,682,+1(7),-,+6(154),-,+2(72),-,-,-,-,-6,+1(276),-,+1(53),54%,Bronze,张帅青,蔡振川,金益凡,N,N
77,51,东北电力大学,HAL 9000,5,695,+1(5),-,+1(149),-,+1(74),-,-14,-,-,-,-,+7(296),+1(51),54%,Bronze,关凯铭,徐浩东,李翔宇,N,N
78,52,青岛大学,来杯桂林拿铁(冰),5,701,+2(9),-,+3(173),-,+4(124),-,+1(218),-,-,-,-,-55,+1(57),54%,Bronze,刘乐鹏,毛聿麒,董亚洲,N,N
78,,哈尔滨工业大学,网络热门队名鉴定,5,701,+1(4),-,+1(201),-,+2(42),-,-2,-,-,-,+5(272),-4,+1(82),50%,Bronze,李文豪,王宜平,陈思阳,N,N
80,53,北京师范大学,SOLO,5,759,+2(14),-,+1(165),-,+3(123),-,+4(279),-,-,-,-,-,+1(58),54%,Bronze,张睿琪,徐悦萱,林靖轩,N,N
81,54,武汉大学,猫猫虫果冻！,5,773,+1(5),-,+1(60),-,+6(253),-,+3(251),-,-,-2,-,-3,+1(64),58%,Bronze,林锟扬,王一言,许浩阳,N,N
82,55,哈尔滨理工大学,哈理工09队,5,790,+1(7),-,+1(200),-,+2(176),-,+3(299),-,-,-,-,-,+1(48),37%,Bronze,吕锦泽,邓大路,黄兆宇,N,N
83,56,中国地质大学（武汉）,香水有毒,5,798,+3(12),-,+3(136),-,+2(147),-,+3(252),-,-,-,-,-,+3(71),64%,Bronze,战翔宇,朱天泽,赵霄,N,N
84,,武汉大学,嘤嘤嘤,5,838,+1(10),-,+1(190),-,+2(125),-,+5(231),-,-,-5,-,-7,+4(122),61%,Bronze,冷唯诺,王新喆,王骏峣,N,N
85,57,中国石油大学（华东）,白铃女子学院,5,861,+1(4),-,+1(178),-,+7(250),-,-5,-,-,-,-,+3(253),+1(16),61%,Bronze,徐锦洋,王川,陈恺毅,N,N
86,58,四川大学,基本无害,5,876,+1(5),-,+2(94),-,+5(242),-,-4,-,-,-,+5(284),-2,+2(51),66%,Bronze,李名骕,牛佳文,苏臻,N,N
87,,东北大学秦皇岛分校,小饼卷大葱,5,893,+2(11),-,+4(167),-,+4(103),-,-,-,-,-,-,+7(297),+1(55),72%,Bronze,司伟业,李不凡,董淑睿,N,N
88,59,西南财经大学,前进!冲击!突破!,5,898,+1(6),-,+3(221),-,+4(155),-,+6(241),-,-,-4,-,-,+1(75),66%,Bronze,杨文昊,肖靖祺,钟明汉,N,N
89,,山东大学,梦天使,5,925,+1(4),-,+3(230),-,-6,-,+3(196),-,-,-,+6(292),-4,+1(23),64%,Bronze,张昊雨,耿浩天,蒋裕成,N,N
90,,中山大学,中山大学-三轮车,5,979,+1(6),-,+4(95),-,+8(189),-,+5(295),-,-,-,-,-4,+5(34),78%,Bronze,何宇扬,曾德星,陈冠宏,N,N
91,,暨南大学,速攻同调士,5,991,+1(8),-,+1(222),-,+3(272),-,+3(299),-,-,-,-,-1,+1(110),44%,Bronze,莫祖祥,许文豪,阮炜霖,N,N
92,60,重庆大学,智力9,5,1011,+1(4),-,+2(114),-,+12(269),-,+4(259),-,-,-,-,-2,+1(65),75%,Bronze,于轩,葛轩铭,裘博航,N,N
93,61,上海大学,江海寄余生,5,1020,+1(4),-,+1(263),-,+6(284),-,-6,-,-,+3(215),-,-,+2(94),61%,Bronze,冀昱昊,金之谦,陶钧,N,N
94,62,山东师范大学,大二大三大四,5,1035,+1(11),-,+1(199),-,+4(149),-,-2,-,-,-,-,+8(296),+5(100),73%,Bronze,张立坤,王位毅,聂晓阳,N,N
95,,吉林大学,糖彩屋养了仨复读鸡,5,1264,+1(6),-,+5(232),-,+3(266),-,-,-,-,-,+14(291),-,+1(89),79%,Bronze,李昊桐,李玉海,陈鹏宇,N,N
96,63,浙江师范大学,你不是一个人,4,227,+1(10),-,+1(82),-,+2(72),-,-,-,-,-,-,-,+1(43),20%,Bronze,丁逸飞,郑依佳,陈骏鹏,N,N
97,64,西安电子科技大学,乱码小飞船,4,249,+1(7),-,+2(91),-,+1(54),-,-2,-,-,-5,-,-,+1(77),20%,Bronze,刘焕宇,汪文轩,陶天乐,N,N
98,,北京邮电大学,六目相对,4,283,+1(5),-,+1(118),-,+2(87),-,-10,-,-,-,-,-,+1(53),20%,Bronze,崔家瑞,罗毅锐,谢骞,N,N
99,,同济大学,同寄,4,290,+1(5),-,+1(164),-,+1(80),-,-1,-,-,-,-,-,+1(41),0%,Bronze,任喆轩,朱申哲,栾佳浩,N,N
100,65,华南农业大学,欧若拉,4,320,+1(7),-,+1(167),-,+1(106),-,-2,-,-,-,-,-,+1(40),0%,Bronze,刘创嘉,林逸杰,郑晓楊,N,N
101,,南京大学,ReLife,4,324,+1(9),-,+1(168),-,+1(40),-,-3,-,-,-,-,-,+2(87),20%,Bronze,水兵,蒋潇鹏,陈元旻,N,N
102,66,福州大学,最大费用最小流,4,332,+1(4),-,+1(172),-,+2(86),-,-7,-,-,-,-,-2,+1(50),20%,Bronze,李盈盈,江滢怡,游世伟,N,N
103,,北京邮电大学,三阳开泰,4,345,+1(6),-,+1(125),-,+4(100),-,-5,-,-,-,-,-6,+1(54),42%,Bronze,刘洋,崔骄杨,杨智杰,N,N
104,67,中国海洋大学,黑夜犬人Pro,4,348,+1(8),-,+1(155),-,+1(130),-,-,-,-,-6,-1,-,+1(55),0%,Bronze,张成玺,解正源,蹇浩航,N,N
105,68,南阳理工学院,HaveFun,4,352,+1(6),-,+1(128),-,+1(151),-,-20,-,-,-,-,-,+1(67),0%,Bronze,靳矗,韩金成,魏一豪,N,N
106,69,合肥工业大学宣城校区,随便玩玩,4,367,+1(7),-,+1(115),-,+1(136),-,-6,-,-,-,-,-,+3(69),33%,Bronze,何昕悦,唐志远,姜万磊,N,N
107,,浙江师范大学,猫猫把师傅抓走了,4,378,+1(5),-,+1(134),-,+4(132),-,-5,-,-,-,-1,-,+1(47),42%,Bronze,厉文浩,温启涛,蒋润浩,N,N
108,70,东北农业大学,打ACM两年，罚坐治好了我的电子杨伟,4,379,+1(5),-,+1(195),-,+2(126),-,-1,-,-,-,-10,-,+1(33),20%,Bronze,李子豪,盖永瑞,闫志涛,N,N
109,71,哈尔滨商业大学,先行者,4,384,+2(7),-,+1(163),-,+2(108),-,-3,-,-,-3,-,-,+2(46),42%,Bronze,王梓镔,翁勇辉,葛钦凡,N,N
110,72,浙江理工大学,好起来rua,4,399,+1(5),-,+3(57),-,+3(204),-,-,-,-,-,-,-4,+1(53),50%,Bronze,晏阳英哲,杨子建,翁昊洋,N,N
111,,西安交通大学,亲自读题 亲自通过,4,408,+1(5),-,+2(86),-,+5(160),-,-5,-,-,-,-,-6,+1(57),55%,Bronze,张晓昊,曹思宇,王珩,N,N
112,73,山东大学（威海）,萌新不打铁,4,424,+2(9),-,+2(129),-,+4(133),-,-,-,-,-,-,-,+1(53),55%,Bronze,倪子鉴,张智航,魏志祥,N,N
113,74,厦门大学,更漏子,4,444,+1(2),-,+4(59),-,-12,-,+5(190),-,-,-,-,-,+1(53),63%,Bronze,邹品聪,韩可可,黄凯佳,N,N
114,75,西南科技大学,发落皈依，卿容犹记,4,448,+1(5),-,+5(196),-,+3(77),-,-3,-,-,-1,-,-7,+1(50),60%,Bronze,吴宇宏,张宇含,高源,N,N
115,,哈尔滨工业大学（深圳）,裁雨留虹,4,451,+1(4),-,+2(181),-,+2(129),-,-,-,-,-,-,-3,+2(77),42%,Bronze,伍华东,周大福,陈识曲,N,N
116,,北京师范大学,熊猫,4,468,+1(5),-,+1(179),-,+4(164),-,-,-,-,-,-,-3,+1(60),42%,Bronze,何佳文,段欣然,陈志锐,N,N
117,76,北京化工大学,订阅号,4,469,+1(7),-,+3(205),-,+2(140),-,-1,-,-,-,-,-,+1(57),42%,Bronze,刘祥睿,邱若昕,黄东琦,N,N
118,77,哈尔滨工业大学（威海）,#66CCFF,4,471,+1(15),-,+4(231),-,+1(109),-,-7,-,-,-,-,-,+1(56),42%,Bronze,刘梓竣,孙皓宇,张阳,N,N
118,,福州大学,热带风味冰红茶,4,471,+1(5),-,+2(266),-,+2(139),-,-1,-,-,-,-,-,+1(21),33%,Bronze,叶林忠,李鸿宇,潘泓岳,N,N
120,78,东北师范大学,可燃乌龙茶,4,475,+1(13),-,+1(123),-,+3(227),-,-,-,-,-,-,-6,+1(72),33%,Bronze,吴越洋,张沛毅,陈胤儒,N,N
121,79,西南交通大学,站着挣钱（小学版）,4,481,+1(8),-,+2(197),-,+3(99),-,-,-,-,-1,-,-,+3(77),55%,Bronze,宋明富,王翔宇,陈越,N,N
122,80,北华大学,卧龙,4,485,+1(6),-,+1(162),-,+2(246),-,-,-,-,-,-,-1,+1(51),20%,Bronze,杜琪,袁一骏,陈君杰,N,N
123,81,绍兴文理学院,破晓,4,486,+1(6),-,+2(167),-,+3(216),-,-,-,-,-,-,-2,+1(37),42%,Bronze,孟嘉政,范康鑫,郑柏成,N,N
124,82,西北工业大学,就在今天,4,490,+2(6),-,+1(169),-,+2(198),-,-4,-,-,-,-,-,+1(77),33%,Bronze,杨莫凡,范大卫,要凌峰,N,N
125,83,江西师范大学,ero automaton,4,521,+2(13),-,+3(167),-,+5(164),-,-4,-,-,-,-2,-,+1(37),63%,Bronze,张天福,陈哲,颜玮琦,N,N
126,84,大连理工大学,鹏鹏今天吃什么,4,523,+1(7),-,+1(130),-,+1(170),-,-,-,-,-6,-,-,+2(196),20%,Bronze,赵钧鹏,邓思航,高金鹏,N,N
127,85,合肥工业大学,队伍名健康积极向上,4,531,+1(8),-,+4(161),-,+2(225),-,-,-,-,-,-,-,+1(57),50%,Bronze,徐泽宇,易锦均,黄枭威,N,N
128,86,浙大城市学院,逃跑太阳,4,536,+2(18),-,+4(234),-,+2(111),-,-,-,-,-,-,-,+2(53),60%,Bronze,周思盈,李时博,纪国强,N,N
129,,暨南大学,追追光者者,4,545,+1(6),-,+2(260),-,+2(174),-,-,-,-,-,-,-,+2(45),42%,Bronze,周祝涛,李安宁,,N,N
130,,哈尔滨工业大学（威海）,七仪鹿~,4,548,+1(11),-,-8,-,+2(135),-,+1(205),-,-,-,-,-,+2(157),33%,Bronze,刘金澜,张仪,杨志超,N,N
131,87,天津理工大学,打铁还需自身硬,4,569,+1(5),-,+3(249),-,+7(140),-,-,-,-,-10,-,-,+1(15),66%,Bronze,向东,罗耀宇,陈佳博,N,N
132,,浙江理工大学,赚钱小分队,4,570,+1(6),-,+1(211),-,+3(277),-,-2,-,-,-,-,-,+1(36),33%,Bronze,吴士超,楼家豪,瞿程浩,N,N
133,88,武汉科技大学,典一份恒好喝的胡na汤,4,575,+2(9),-,+5(217),-,+3(126),-,-6,-,-,-,-,-,+2(63),66%,Bronze,孙煜恒,胡可欣,贾金,N,N
134,89,苏州大学,驯服流星,4,577,+1(7),-,+1(248),-,+2(213),-,-1,-,-,-,-,-1,+1(89),20%,Bronze,杨哲元,柯骅,陈夫瑞,N,N
135,,浙江工商大学,老年观光团,4,583,+1(8),-,+5(175),-,+3(214),-,-1,-,-,-,-,-,+2(46),63%,Bronze,傅嘉豪,冯则涛,王铭阳,N,N
136,,同济大学,蓝猪,4,593,+1(7),-,+4(243),-,+3(166),-,-,-,-,-4,-,-,+1(77),55%,Bronze,张弛,杨宇卓,王钧涛,N,N
137,90,广东外语外贸大学,数组初始化了吗,4,602,+1(6),-,+2(272),-,+2(209),-,-,-,-,-,-,-,+1(75),33%,Bronze,吴泳彤,王辕,黄智维,N,N
138,,西南科技大学,满目霜花云弄雪,4,603,+1(7),-,+8(236),-,+1(125),-,-3,-,-,-,-,-,+2(75),66%,Bronze,毛宝文,纪佳宇,陆承长,N,N
139,91,广西科技大学,猫猫头与好朋友们,4,612,+1(5),-,+1(218),-,+3(154),-,-,-,-,-,-,-,+3(155),50%,Bronze,朱尘岳,李欣燃,高业诚,N,N
140,92,长春理工大学,魏 龙 神 正 名,4,615,+1(6),-,+1(154),-,-8,-,+4(280),-,-,-,-,-,+1(115),42%,Bronze,任鑫,铁博文,魏龙飞,N,N
141,93,华中师范大学,五五开,4,622,+1(7),-,-,-,+7(252),-,+1(195),-,-,-,-,-,+1(48),60%,Bronze,刘耀威,张国涛,杨泽坤,N,N
142,94,大连大学,《2022年秋季学期学生返校告知书》,4,632,+1(10),-,+4(108),-,-5,-,+9(260),-,-,-,-,-,+1(34),73%,Bronze,刘逸飞,郭涵涛,魏恒彬,N,N
