Rank,School Rank,School,Team,Solved,Penalty,A,B,C,D,E,F,G,H,I,J,K,L,M,Dirt,Medal,Member1,Member2,Member3,Unofficial,Girl
285,,西北大学,偶遇公务员强如怪物，拼尽全力无法战胜,3,362,+1(68),-,-,-,-,-,-4,-,-,+2(178),-,+3(56),-,50%,Honorable,顾舜天,颜晓轶,吴莹,N,N
286,,贵州大学,只要在这欧庇克莱歌剧院我芙宁娜德枫丹魔神芙卡洛斯就连世间的诸神都可以审判,3,373,+2(57),-,-,-,-,-,+4(225),-,-,-10,-,+1(11),-,57%,Honorable,史昌盛,黄康,宋超,N,N
287,171,中国民航大学,把思路逆转过来！,3,415,+2(134),-,-,-,-,-,+2(90),-,-1,-1,-,+5(71),-,66%,Honorable,邓琦川,黄甜甜,宋梦雨,N,N
288,172,西北农林科技大学,西西务农者不嘻嘻,3,442,+1(147),-,-,-,-,-,-10,-,-,+2(253),-2,+1(22),-,25%,Honorable,向闽星,曹广友,贾棋萌,N,N
289,,西南民族大学,夜阑风静欲归时，唯有一江明月碧琉璃,3,454,+3(78),-,-,-,-,-,-11,-,-,+2(220),-,+4(36),-,66%,Honorable,詹宁康,张楚豪,苗家纯,N,N
290,173,太原理工大学,一个复杂度n的n的阶乘次方的阶乘的算法,3,467,+1(128),-,-,-,-,-,-7,-,-,+5(212),-5,+1(47),-,57%,Honorable,张亚奇,张洲洋,吴光义,N,N
291,,天津大学,少爷和老奴,3,468,+3(99),-,-,-,-,-,+4(255),-,-,-11,-,+1(14),-,62%,Honorable,蒋茜,仇静逸,王煜杰,N,N
292,,山东师范大学,樱高轻音部,3,471,+4(123),-,-,-,-,-,-4,-,-,+2(217),-,+2(31),-,62%,Honorable,张兴晨,路宇欣,魏淑英,N,N
293,174,宁夏大学,超级面包,3,502,+5(176),-,-,-,-,-,-3,-,-,+1(230),-,+1(16),-,57%,Honorable,陈治平,李明航,杜鑫宇,N,N
294,,海南大学,暮染烟岚,3,505,+2(100),-,-,-,-,-,+4(280),-,-,-5,-,+2(25),-,62%,Honorable,王宇烁,宋庆宾,魏鑫,N,N
295,175,大连大学,选择困难症犯了,3,512,+5(211),-,-,-,-,-,+3(146),-,-,-7,-,+2(15),-,70%,Honorable,汤世軒,郑卫,何彦东,N,N
296,,山东科技大学,光明号,3,534,+3(235),-,-,-,-,-,-4,-,-,+5(166),-,+1(13),-,66%,Honorable,李少栋,鲁文健,斯睦飞,N,N
297,,绍兴文理学院元培学院,难铜,3,557,+2(135),-,-,-,-,-,+2(256),-,-,-,-,+5(46),-,66%,Honorable,叶其浩,张益恒,朱振磊,N,N
298,176,青岛理工大学,醉里挑灯看键盘,3,574,+4(190),-,-,-,-,-,+6(188),-,-,-7,-,+2(16),-,75%,Honorable,邢少洋,吴秀彦,韩泽川,N,N
299,,集美大学,我样例过了,3,581,+4(204),-,-,-,-,-,+4(219),-,-,-,-,+1(38),-,66%,Honorable,王力恒,林敬炜,谢业成,N,N
300,177,重庆交通大学,乌木威尔维恩耶尔吐温威乌温穆本欧萨斯,3,583,+4(89),-,-,-,-,-,+6(291),-,-,-7,-,+2(23),-,75%,Honorable,王墨,向鸿锐,陈星求,N,N
301,178,湖南城市学院,看着队友打代码,3,596,+5(298),-,-,-,-,-,+1(193),-,-,-3,-,+1(25),-,57%,Honorable,申宇健,曹杰林,何凯,N,N
302,179,江苏大学,再见了，所有的ICPC,3,645,-4,-,-,-,-,-,+2(62),-,-3,+15(272),-,+1(11),-,83%,Honorable,任屹涵,秦强民,刘名俊,N,N
303,180,上海海洋大学,WA也是A,3,649,+1(131),-,-,-,-,-,-,-,-,+7(291),-,+3(67),-,72%,Honorable,周郁涵,吕天佑,王和平,N,N
304,181,江西理工大学,精英小分队,2,217,+2(119),-,-,-1,-,-,-4,-,-,-9,-,+3(38),-,60%,Honorable,虞诗敏,王陆毅,曾欣媛,N,N
305,,西南财经大学,贴上SWUFE，大显神威,2,555,-,-,-,-,-,-,+2(197),-,-,-6,-,+6(238),-,75%,Honorable,肖旭仁,刘勇杰,刘俊宏,N,N
306,182,电子科技大学成都学院,平安喜乐丶,2,642,-,-,-,-,-,-,+7(231),-,-,-,-,+3(251),-,80%,Honorable,吴泽东,何如玉,吕文凯,N,N
307,183,南阳师范学院,因为太菜就把暴力循环点满了,1,81,-15,-,-,-,-,-,-3,-,-,-4,-,+3(41),-,66%,Honorable,王文磊,林磊,张成林,N,N
,,,,,,,,,,,,,,,,,,,,,,,,,
