Rank,School Rank,School,Team,Solved,Penalty,A,B,C,D,E,F,G,H,I,J,K,L,M,Dirt,Medal,Member1,Member2,Member3,Unofficial,Girl
14,9,国防科技大学,自然选择号,8,812,+2(6),-,-,+1(67),+1(102),+1(197),+1(44),+1(182),-,+1(23),-30,-,+2(151),20%,Gold,亢世嘉,吴佳英,左传奇,N,N
15,10,南方科技大学,南方科技大学-托莱多,8,816,+1(6),-,-,+1(20),+2(139),+2(265),+2(94),+1(117),-,+2(36),-1,-,+1(59),33%,Gold,周轶凡,曹哲振,田若载,N,N
16,11,华东理工大学,想队名比过题还难,8,851,+1(3),-,-2,+2(58),+5(243),+1(190),+1(85),+1(126),-,+1(30),-,-,+1(16),38%,Gold,彭博,杭业晟,胡文波,N,N
17,,上海交通大学,芒鞋胜码,8,930,+1(5),-,-,+2(44),+2(122),+1(136),+1(56),+8(278),-1,+1(33),-3,-,+1(76),52%,Gold,彭泉泉,江若泓,陈则佳,N,N
18,12,华侨大学,红日初升,8,947,+1(18),-,-,+1(82),+3(141),+1(286),+1(98),+1(175),-,+1(13),-,-,+2(74),27%,Gold,徐聪,赵雨扬,郑量,N,N
19,,浙江大学,cybno2,8,963,+1(5),-,-,+1(45),+5(246),+1(210),+1(106),+2(148),-,+1(22),-62,-,+1(81),38%,Gold,刘静明,杨沛霖,陈彦博,N,N
20,13,华中科技大学,奈亚拉托提普,8,970,+1(7),-,-,+2(54),+3(145),+1(246),+1(79),+3(293),-,+1(13),-,-,+1(33),38%,Gold,余泽坤,叶佳,郑欣,N,N
21,14,电子科技大学,魔法少女,8,1041,+1(6),-,-,+2(57),+4(186),+1(208),+2(169),+1(177),-,+1(50),-19,-,+2(68),42%,Gold,周津宇,朱铖昊,胡佳金,N,N
22,15,北京航空航天大学,欺负人没有数理基础？,8,1065,+1(7),-,-,+1(36),+3(142),+1(268),+1(75),+2(289),-,+1(21),-,-,+3(127),38%,Gold,唐怡浜,杨振炜,金炼凯,N,N
23,16,兰州大学,我们几乎要拿到金牌了不是吗,8,1093,+1(8),-,-,+1(83),+3(164),+1(248),+1(117),+3(225),-,+1(33),-18,-,+4(75),46%,Gold,孟戴浓达,狄农雨,王徐笙,N,N
24,,浙江大学,Q.E.D Who survives?,8,1101,+1(10),-,-,+2(65),+3(201),+1(255),+1(92),+1(131),-,+1(29),-1,-,+4(198),42%,Gold,叶佳昂,林响烨,王海纳,N,N
25,17,哈尔滨工程大学,噔噔咚,8,1124,+1(5),-,-,+2(53),+3(201),+1(259),+2(138),+1(290),-,+1(29),-,-,+1(69),33%,Silver,官毅,王昊宇,王洋,N,N
26,18,香港中文大学（深圳）,龙大相遇，快乐划水,8,1306,+1(4),-,-,+2(64),+6(246),+1(271),+1(85),+2(287),-,+1(31),-,-,+1(178),46%,Silver,夏禹扬,蒋一歌,赵子逸,N,N
27,19,中国科学技术大学,罚时要发到无穷,8,1416,+2(12),-,-,+1(98),+8(216),+1(263),+1(155),-,-,+2(47),+3(294),-,+3(71),61%,Silver,丁子尧,吕泽龙,张天,N,N
28,20,哈尔滨工业大学,奥利奥味树套树,8,1438,+1(7),-,-,+1(63),+2(231),+2(280),+4(129),+5(293),-,+1(43),-5,-,+2(192),55%,Silver,王玺澎,袁野,陈宥羽,N,N
29,21,湖南大学,空白,8,1467,+1(4),-,-,+2(49),+5(238),+1(285),+1(141),+3(254),-,+4(92),-,-,+4(144),61%,Silver,张聪懿,苏杰,范则鸣,N,N
30,22,华南理工大学,胖头鱼头胖,8,1491,+1(11),-,-1,+2(91),+9(293),+1(227),+1(168),+1(278),-7,+1(46),-1,-1,+1(197),52%,Silver,冼昊明,李珲,钱晨炼,N,N
31,23,北京理工大学,贝尔曼福德大战浮士德,7,672,+1(4),-,-,+1(49),+3(189),+1(209),+1(33),+2(109),-,+1(19),-,-,-,30%,Silver,刘志丹,杨予宸,焦鹏屹,N,N
32,,北京航空航天大学,大吉大利，今晚吃 mian();,7,795,+1(10),-,-,+1(67),+1(212),-,+1(86),+3(271),-,+1(42),-8,-,+2(47),30%,Silver,刘佳睿,潘天蔚,郝泽钰,N,N
33,,哈尔滨工程大学,AlleXceed Familia,7,812,+2(5),-,-,+1(35),-5,+1(234),+1(81),+2(216),-,+1(34),-,-,+1(167),22%,Silver,彭金浩,徐子涵,杨佳霖,N,N
34,24,西安电子科技大学,辛几何旋律,7,970,+1(6),-,-12,+1(55),+1(147),-6,+1(61),+5(277),-,+5(38),-4,-,+4(166),61%,Silver,冯畅,周灿,湛忠胜,N,N
35,,哈尔滨工业大学,上海紅茶館,7,1036,+1(8),-,-,+1(68),+3(294),+1(260),+1(141),-,-,+2(35),-,-,+1(170),30%,Silver,张子扬,曲天元,赵育恒,N,N
36,25,吉林大学,Nan 上加 Nan,7,1071,+1(5),-,-,+1(59),+3(249),-,+4(123),+1(285),-,+1(31),-,-,+3(179),50%,Silver,徐小权,方涵斌,李祯浩,N,N
37,,华中科技大学,魔法ACMer小圆,7,1321,+2(7),-,-,+5(193),+7(289),+1(159),+1(207),-,-,+2(30),-25,-,+2(176),65%,Silver,何佳林,王尊玉,范彦廷,N,N
38,26,中国科学院大学,骑士与龙,6,609,+1(5),-,-,+2(43),+5(206),-,+1(63),+1(102),-,+3(50),-,-,-3,53%,Silver,徐亦周,杨泽超,楼持恒,N,N
39,27,苏州大学,咕咕咕咕咕咕咕,6,645,+1(6),-,-,+2(89),+2(217),-,+1(100),+1(158),-,+1(35),-,-,-,25%,Silver,丁誉洋,孙孜斌,殷九思,N,N
40,,南方科技大学,南方科技大学-加泰罗尼亚,6,681,+2(10),-,-,+1(24),+5(251),-,+1(144),-,-,+1(32),-,-,+2(100),50%,Silver,邓清文,陈川,黄少霖,N,N
41,28,西南科技大学,风起烟扬终难静,6,772,+2(5),-,-,+1(55),+3(230),-,+3(116),+3(130),-,+3(56),-10,-,-1,60%,Silver,吴宇宏,张宇含,敖睿,N,N
42,29,四川大学,搶曽抧楈揳,6,786,+1(4),-,-,+1(68),+2(229),-,+1(145),+1(257),-,+2(43),-,-,-2,25%,Silver,杨雨豪,楚博然,王耀,N,N
43,30,西南大学,西南大学啦啦队,6,813,+1(10),-,-,+3(154),+1(195),-,+1(115),+1(260),-,+1(39),-,-,-,25%,Silver,刘锴睿,王宇奇,陈雯丽,N,N
44,31,北京交通大学,铁杵磨成金,6,824,+1(6),-,-,+1(64),+5(280),-,+2(138),+1(205),-,+1(31),-,-,-,45%,Silver,张乐凭,张开元,徐一龙,N,N
45,32,北京邮电大学,五行缺土,6,852,+1(5),-,-,+1(54),+9(290),-2,+1(90),-,-,+1(24),-,-,+4(169),64%,Silver,李健扬,王致恒,苏承烨,N,N
46,,北京邮电大学,NMLPC,6,862,+1(8),-,-,+2(80),+5(269),-1,+2(156),-,-,+2(46),-,-,+1(163),53%,Silver,汤子唯,董凯文,高畅,N,N
47,33,福州大学,精准,6,864,+1(3),-,-,+1(43),+4(272),-,+1(196),+1(263),-,+1(27),-,-,-,33%,Silver,李鸿宇,林铮翔,王奕然,N,N
48,34,南京理工大学,逆转猫猫头,6,871,+1(7),-,-,+2(62),+1(291),-,+2(140),-,-,+1(27),-5,-,+4(244),45%,Silver,郭佳樊,金朝哲,陈涣焕,N,N
49,35,中南大学,关于名字未定这件事,6,926,+1(10),-,-,+1(67),-,-,+7(293),+4(235),-,+1(38),-,-,+1(103),60%,Silver,唐煜勋,徐国琛,李玄靖,N,N
50,36,齐鲁工业大学,生死时速,6,980,+1(7),-,-,+7(151),-,-,+1(179),+1(274),-,+3(77),-,-,+3(92),62%,Silver,刘鑫龙,杨熠辰,王励翔,N,N
51,,吉林大学,黑化肥挥发发灰会花飞,6,987,+1(6),-,-,+4(86),+7(281),-,+1(135),+2(203),-,+3(36),-,-,-,66%,Silver,王鹏一,郑翔曦,郭冠男,N,N
52,37,广东工业大学,猪猪冲冲冲,6,1074,+1(5),-,-,+1(77),+15(257),-,+2(146),-1,-,+3(107),-,-,+4(82),76%,Silver,刘皓瑜,吴董超,谢俊,N,N
53,,武汉大学,团子大家族,6,1123,+1(8),-,-,+2(93),-,-,+1(207),-,-,+1(58),+9(285),-,+2(272),62%,Silver,王忠涛,蔡旭昀,逄博,N,N
54,38,浙江工业大学,铁华团,5,443,+1(5),-,-,+3(31),-3,+1(203),+2(107),-,-,+1(37),-,-,-,37%,Silver,徐浩凯,李汶芝,王路,N,N
55,39,华东师范大学,签到题破防,5,447,+2(4),-,-,+4(70),+2(170),-,+1(82),-,-,+1(21),-,-,-,50%,Silver,熊高越,祝润天,谈笑枫,N,N
56,40,青岛科技大学,Syrup,5,470,+1(7),-,-,+1(49),-5,-,+1(109),+1(268),-,+1(37),-,-,-,0%,Silver,李泉志,温智凯,马英杰,N,N
57,41,同济大学,五岁来打acm,5,477,+1(3),-,-,+4(95),-9,-,+2(41),+1(228),-,+1(30),-,-,-,44%,Silver,夏文勇,孙弘毅,彭瀚,N,N
58,42,浙江中医药大学,ZCMU-初心如磐，笃行致远,5,497,+2(13),-,-,+2(61),-,-,+1(107),+1(258),-,+1(18),-,-,-1,28%,Silver,何雁杰,王元,饶易安,N,N
59,,电子科技大学,我们仍未知道那天WA的原因,5,504,+1(7),-,-,+1(40),-12,-,+1(78),-,-,+1(31),-,-,+5(268),44%,Silver,吴晓玉,张镕麒,梁晖,N,N
60,43,东北大学,东北大学_忘了填队名,5,508,+1(6),-,-1,+1(83),-5,-3,+1(118),+2(236),-,+1(45),-,-,-1,16%,Silver,易倪,邱而沐,陈浩,N,N
61,44,山东大学,深蔚蓝,5,512,+1(11),-,-,+4(50),+2(221),-,+1(120),-,-,+1(30),-,-,-1,44%,Silver,师浩晏,苗顺源,郑得贤,N,N
62,,吉林大学,口头AC机,5,523,+1(9),-,-,+1(88),-7,-,+1(156),+1(234),-,+1(36),-,-,-,0%,Silver,侯德亮,史镇宁,张浩天,N,N
63,45,深圳大学,Emanatry,5,554,+1(6),-,-,+1(129),-24,-,+1(144),-,-,+2(35),-,-,+3(180),37%,Silver,张艺轩,杨熙全,郑博瀚,N,N
64,46,重庆大学,CQU-2=1,5,559,+1(21),-,-,+1(70),+4(282),-,+1(93),-,-,+1(33),-,-1,-6,37%,Silver,余康,蒋云豪,蒋泽民,N,N
65,,中南大学,摸鱼自动机,5,561,+1(5),-,-,+1(31),-1,-,+5(217),-,-,+1(36),-,-,+1(192),44%,Silver,周霄羽,张皓然,黄道煜,N,N
66,,中南大学,只能靠签到维生这样子,5,567,+1(7),-1,-,+1(95),-1,-,+1(217),+2(179),-,+1(49),-,-,-,16%,Silver,包晗,周硕,郭欣澜,N,N
67,47,南昌大学,supernova,5,570,+1(4),-,-,+1(61),+7(244),-,+1(111),-,-,+1(30),-,-,-,54%,Silver,王福源,赖澄宇,黄晨曦,N,N
68,48,宁波大学,一起去提瓦特大冒险,5,591,+1(8),-,-,+2(129),-7,-,+7(91),+1(200),-,+1(23),-,-,-,58%,Silver,余嘉瑜,俞智超,曾佳敏,N,N
69,,同济大学,同舟共稽,5,592,+2(14),-,-,+4(162),-,-,+1(238),-,-,+1(24),-,-,+1(74),44%,Silver,何雨浓,杨泽华,王又禾,N,N
70,49,华南农业大学,被虐中慢慢成佛,5,603,+2(10),-,-,+1(109),-,-,+1(127),+1(251),-,+2(66),-,-,-5,28%,Silver,吴思宇,漆永康,陈宇鹏,N,N
71,50,武汉科技大学,红黑树上黑红,5,610,+1(7),-,-,+1(55),-,-,+1(195),+1(293),-,+2(40),-,-,-1,16%,Silver,何浩,尹传胜,陈克锦,N,N
72,,浙江大学,Inception,5,615,+2(9),-,-,+3(70),+6(236),-,+2(94),-,-,+1(26),-,-2,-3,64%,Silver,应子帆,张钰成,李奕致,N,N
73,51,中国矿业大学,签到题敲舞蹈链,5,620,+1(15),-,-,+3(103),-,-,+1(132),+1(295),-,+1(35),-,-,-,28%,Bronze,尉高耀,杨忻至,温耀林,N,N
74,,中国矿业大学,一般性随机忆墨人,5,626,+1(12),-,-,+1(101),-,-,+1(159),+2(271),-,+2(43),-,-,-2,28%,Bronze,宋明潇,杨斌涵,钟泽旭,N,N
75,52,大连理工大学,东北三小只,5,657,+1(12),-,-,+1(92),-,-,+1(131),+6(285),-,+1(37),-,-,-,50%,Bronze,侯嘉贺,都天翔,闫希良,N,N
76,53,中国人民解放军战略支援部队信息工程大学,人活着就是为了樱岛麻衣,5,661,+1(6),-,-,+1(59),-,-,+1(117),-,-,+1(23),-,-,+9(296),61%,Bronze,孙康羽,张嘉玮,李睿,N,N
77,54,浙江农林大学,Aibiyoyo,5,675,+1(10),-,-,+1(108),-,-,+1(141),-,-,+1(61),-,-,+4(295),37%,Bronze,任松涛,曾唯策,杨成艺,N,N
78,,南京大学,不坠机就算胜利,5,689,+1(8),-,-,+6(109),-1,-,+2(183),+1(234),-,+1(35),-,-,-1,54%,Bronze,单博,回溯,陈佳庚,N,N
79,55,南京邮电大学,小马珍珠,5,696,+1(8),-,-,+1(144),-5,-,+3(162),-,-,+1(33),-,-,+3(269),44%,Bronze,李清远,蔡振川,金益凡,N,N
80,56,南阳理工学院,队名不能为空,5,701,+1(7),-,-,+1(72),-,-,+6(172),+1(291),-,+2(39),-,-,-,54%,Bronze,万博,杨普,段振威,N,N
81,57,华中师范大学,锅锅锅,5,744,+1(9),-,-,+3(124),-,-,+1(141),+5(273),-,+2(57),-,-,-,58%,Bronze,王毅,赵承远,郭子寒,N,N
82,58,西安交通大学,白板面包,5,745,+1(8),-,-,+1(73),+6(269),-,+3(224),-,-,+1(31),-,-,-,58%,Bronze,孙路,张骏扬,王彦博,N,N
83,59,杭州师范大学,交流猫,5,779,+1(7),-,-,+2(186),-,-,+1(221),+1(287),-,+1(58),-,-,-,16%,Bronze,何陈聪,方一昊,毛潜飞,N,N
84,60,郑州大学,我失去了天堂,5,806,+1(8),-,-,+1(81),+3(284),-,+1(126),-,-,+6(167),-,-,-,58%,Bronze,古晨峰,梁志杰,赵圣元,N,N
85,,北京邮电大学,莱鸡,5,812,+2(20),-,-,+2(122),-4,-,+1(181),+1(212),-,+3(197),-,-,-,44%,Bronze,刘子彬,崔芳洲,马志,N,N
86,,武汉大学,今年不划水,5,822,+1(5),-,-,+2(168),-,-,+3(190),-,-,+2(60),+2(299),-,-1,50%,Bronze,冉楡檑,姜佳成,王一言,N,N
87,,重庆大学,狂封智力,5,833,+2(6),-,-,+1(105),-,-,+3(269),+5(223),-,+3(50),-,-,-3,64%,Bronze,王冀鲁,黄思源,黄锐,N,N
88,61,临沂大学,十三枪,5,840,+1(10),-,-,+4(111),-,-,+1(247),-,-,+1(73),-,-,+5(259),58%,Bronze,张稳,王恒,高天,N,N
89,62,天津理工大学,打铁还需自身硬,5,841,+1(15),-,-,+1(125),-,-,+3(169),+1(298),-,+6(94),-,-,-2,58%,Bronze,向东,罗耀宇,陈佳博,N,N
90,,中国科学技术大学,0x03A2C940,5,855,+1(2),-,-,+6(297),+5(201),-,+1(137),-,-,+1(38),-,-,-1,64%,Bronze,徐笑阳,邱慕凡,郭一凡,N,N
91,,华东师范大学,签到题不破防,5,873,+1(6),-,-,+1(47),+15(240),-3,+3(170),-,-,+4(30),-37,-,-45,79%,Bronze,吴镇宇,杨贇,陈元庆,N,N
92,63,常熟理工学院,拿不拿奖队长都女装,5,878,+1(5),-,-,+1(140),-,-,+3(191),+1(294),-,+6(108),-,-,-,58%,Bronze,张雷,徐柔,詹智航,N,N
93,64,北京化工大学,随便吧，我也没想法,5,903,+1(3),-6,-,+2(54),-6,-,+9(224),-,-,+2(30),-,-,+8(252),77%,Bronze,叶可,庄禹,张世东,N,N
94,,南方科技大学,南方科技大学-马德里,4,121,+1(4),-,-,+1(19),-,-,+1(62),-2,-,+1(36),-,-,-4,0%,Bronze,周珈伊,董廷臻,陈浩然,N,N
95,65,厦门大学,悠米出动！,4,137,+1(5),-,-,+1(45),-8,-,+1(25),-2,-,+2(42),-,-,-2,20%,Bronze,方明俊,王河山,颜集源,N,N
96,66,浙江理工大学,魔法少女101,4,198,+1(10),-,-,+1(85),-,-,+1(72),-,-,+1(31),-,-,-5,0%,Bronze,丁溢,刘一龙,金宇星,N,N
97,67,北华大学,纯牛奶,4,209,+1(9),-,-,+1(68),-,-,+1(92),-2,-,+1(40),-,-,-1,0%,Bronze,吴嘉帅,姚晗荟,张家宁,N,N
98,68,大连海事大学,风花雪月,4,219,+2(9),-,-,+1(61),-,-,+1(95),-,-,+1(34),-,-,-2,20%,Bronze,刁鹏杰,王暄,郑宇濠,N,N
99,69,长春理工大学,冬日之阳,4,226,+1(7),-,-,+1(58),-,-,+1(90),-1,-,+3(31),-,-,-,33%,Bronze,周泊宇,杜雨轩,毕翔伟,N,N
100,70,浙江师范大学,戏剧表演者,4,227,+1(7),-,-,+1(61),-,-,+1(134),-,-,+1(25),-,-,-5,0%,Bronze,李宇昂,郑顺帆,黄蔡晨,N,N
101,,中国科学技术大学,freedive,4,234,+1(9),-,-,+1(53),-1,-,+2(123),-,-,+1(29),-,-,-,20%,Bronze,李泽林,欧阳博丁,舒英特,N,N
102,71,哈尔滨理工大学,哈理工02队,4,238,+2(6),-,-,+1(68),-,-,+2(93),-,-,+1(31),-,-,-1,33%,Bronze,周轩宇,陈嘉铭,顾红卫,N,N
103,72,东北师范大学,彼岸归航,4,248,+1(8),-,-,+1(71),-,-,+1(114),-1,-,+2(35),-,-,-2,20%,Bronze,段木多,陈胤儒,高赫然,N,N
103,,郑州大学,港派指压,4,248,+1(8),-,-,+1(62),-,-,+1(139),-1,-,+1(39),-,-,-2,0%,Bronze,朱凯乐,李玺,黄笑凡,N,N
105,,哈尔滨工业大学,哥谭市委书记,4,261,+1(8),-,-,+1(64),-,-,+3(129),-,-,+1(20),-,-1,-,33%,Bronze,刘宇哲,胡罡沣,谢明东,N,N
106,,南京大学,还没想好叫什么,4,263,+1(4),-,-,+1(94),-,-,+1(139),-,-,+1(26),-,-3,-,0%,Bronze,张乃仁,王恺予,王锦朋,N,N
107,73,天津大学,不铁不改名,4,265,+1(23),-,-,+1(75),-,-,+1(101),-,-,+2(46),-,-,-,20%,Bronze,刘汶铮,安外尔艾力西尔,陈曦,N,N
108,74,北京师范大学,内测度,4,271,+1(8),-,-,+2(98),-8,-,+1(122),-,-,+1(23),-,-,-,20%,Bronze,李明泽,林靖轩,高艺炜,N,N
109,75,华南师范大学,母鸡救咩,4,274,+1(8),-,-,+1(80),-,-,+1(136),-,-,+1(50),-,-,-,0%,Bronze,胡丹睿,苏培哲,黄子桓,N,N
110,,浙江理工大学,逐光,4,278,+1(7),-,-,+2(86),-7,-,+1(140),-,-,+1(25),-,-,-15,20%,Bronze,余建元,周博文,王建成,N,N
111,76,哈尔滨工业大学（深圳）,哈尔冰工厂,4,281,+1(9),-,-,+3(83),-,-,+1(117),-,-,+1(32),-,-,-2,33%,Bronze,何宇昂,张新皓,金昊,N,N
112,,杭州电子科技大学,杭电2021-11队,4,282,+1(6),-,-,+2(93),-12,-,+1(113),-,-,+2(30),-,-,-2,33%,Bronze,应以周,舒飘扬,郑豪杰,N,N
113,,杭州电子科技大学,杭电2021-4队,4,288,+1(7),-,-,+1(71),-,-,+2(149),-,-,+1(41),-,-,-3,20%,Bronze,俞天瑞,蔡思林,阮宇宁,N,N
114,77,河海大学,我们是金牌,4,290,+1(5),-,-,+1(96),-,-,+1(159),-,-,+1(30),-,-,-1,0%,Bronze,何瑾雨,华乙岩,颜小涵,N,N
115,,北京交通大学,鸣洋四海的萨日朗,4,296,+1(7),-,-,+1(80),-,-,+3(135),-,-,+1(34),-,-,-,33%,Bronze,孙锦洋,郭奕朗,钟一鸣,N,N
116,78,太原理工大学,鸽剧魅影,4,300,+1(9),-,-,+1(94),-,-,+1(121),-,-,+2(56),-,-,-3,20%,Bronze,桑坤,赵云霄,郭宇霄,N,N
117,,北京理工大学,摸鱼强队罚坐高手,4,308,+1(10),-,-,+2(88),-7,-,+2(136),-,-,+1(34),-,-,-,33%,Bronze,安奕辰,张浩源,蒋刘赟,N,N
118,,大连理工大学,优哉游哉,4,311,+1(7),-,-,+1(102),-,-,+1(133),-,-,+2(49),-,-,-,20%,Bronze,余澍莘,卢品仁,杨朗,N,N
118,,河海大学,打星队,4,311,+1(9),-,-,+1(69),-6,-,+1(194),-,-,+1(39),-,-,-,0%,Bronze,张时钊,张星宇,陈奕涵,N,N
120,79,浙大城市学院,半次元,4,313,+1(10),-,-,+2(75),-,-1,+3(117),-,-,+1(51),-,-,-,42%,Bronze,何伟煊,徐浩达,黄宇航,N,N
121,80,上海大学,噫吁嚱,4,315,+1(17),-,-,+2(93),-,-,+1(136),-,-,+2(29),-,-,-19,33%,Bronze,张致远,谢奕,陶钧,N,N
122,,西安电子科技大学,慢慢来,4,316,+1(8),-,-,+5(123),-24,-,+1(83),-,-,+1(22),-,-,-,50%,Bronze,冯瑞森,祝君超,陈德创,N,N
123,81,长沙理工大学,宝可梦之炼金术士,4,322,+1(6),-,-,+1(106),-4,-,+1(174),-,-,+1(36),-,-,-,0%,Bronze,刘赟贲,杨凯,胡洋,N,N
124,82,山东科技大学,共和国号,4,325,+2(12),-,-,+1(79),-,-,+1(178),-,-,+1(36),-,-,-,20%,Bronze,吴岳松,李盼,王向东,N,N
125,83,上海科技大学,你这题简单我肯定做啊,4,337,+1(11),-,-1,+2(83),-4,-,-,+1(190),-,+1(33),-,-,-,20%,Bronze,张亦弛,胡艾博,黄磊,N,N
126,,武汉科技大学,呐，你也想要KiraKira吗？,4,362,+1(8),-,-,+2(60),-10,-,+1(247),-,-,+1(27),-,-,-9,20%,Bronze,王印德,王忠齐,翁锦瑞,N,N
127,,电子科技大学,喵喵拳,4,363,+1(8),-,-,+1(94),-1,-,+2(177),-,-,+2(44),-,-,-,33%,Bronze,熊文筱,程博文,胡瑞,N,N
128,84,江南大学,算完样例队友过了,4,364,+1(9),-,-,+1(105),-,-,+3(168),-,-,+1(42),-,-,-,33%,Bronze,刘文捷,孙安,杨涵,N,N
129,85,东北大学秦皇岛分校,bug都改队,4,371,+1(11),-,-,+3(104),-,-,+1(157),-,-,+2(39),-,-,-4,42%,Bronze,冯鼎容,曹怡明,曹立菲,N,N
130,,中国科学院大学,果壳家的龙ACMer,4,372,+2(10),-,-,+1(132),-4,-,+1(160),-,-,+2(30),-2,-1,-,33%,Bronze,刘迅,徐步骥,李衍君,N,N
130,86,浙江科技学院,炼银术士,4,372,+1(8),-,-,+1(60),-,-,+1(192),-,-,+3(72),-,-,-,33%,Bronze,余将虎,全景涛,周一魏,N,N
132,,北京师范大学,群鸦盛宴,4,374,+1(10),-,-,+4(96),-,-,+1(168),-,-,+1(40),-,-,-1,42%,Bronze,徐悦萱,赵子豪,陈婉妍,N,N
133,87,湖南工业大学,不太会做题,4,394,+2(9),-,-,+1(112),-,-,+1(181),-,-,+2(52),-,-,-,33%,Bronze,孙凯文,徐鹏,陈绍泉,N,N
134,88,华中农业大学,吸铁石,4,396,+1(7),-,-,+4(109),-,-,+1(193),-,-,+1(27),-,-,-,42%,Bronze,吴俊彤,周广通,张浩辉,N,N
135,,太原理工大学,百闻不如一见队,4,397,+3(17),-,-,+3(84),-,-,+2(126),-,-,+2(50),-,-,-,60%,Bronze,何奇璋,周扬帅,汤奇霖,N,N
136,,华南师范大学,红羽魚与绿羽鱼与驴,4,403,+1(10),-,-,+1(137),-,-,+1(172),-,-,+2(64),-,-,-9,20%,Bronze,甘一伟,郑子荣,陆锦浩,N,N
137,,华中科技大学,我的心是冰冰的,4,412,+1(7),-,-,+3(119),-,-,+1(171),-1,-,+2(55),-,-,-4,42%,Bronze,付景洋,贺孜卓,黄钢祺,N,N
138,,华南理工大学,O(1/N),4,414,+1(6),-,-,+2(111),-3,-,+3(185),-,-,+1(52),-,-,-,42%,Bronze,刘泽森,唐古拉,王宸玺,N,N
139,89,南京信息工程大学,小小甜心,4,417,+1(18),-,-,+1(145),-,-,+1(204),-,-,+1(50),-,-,-3,0%,Bronze,周恒康,杨盛凯,王营祺,N,N
140,90,潍坊学院,xx短发天下第一,4,422,+3(16),-,-,+1(104),-,-,+4(157),-,-,+1(45),-,-,-3,55%,Bronze,张开元,柳慧林,赵建泉,N,N
141,,浙江工业大学,又携书剑鹏北海,4,427,+2(10),-,-,+1(181),-7,-,+1(130),-,-,+2(66),-,-,-,33%,Bronze,余秋霞,周云飞,王浩名,N,N
142,91,鲁东大学,费尔巴哈圆,4,429,+3(14),-,-,+1(110),-,-,+1(164),-,-,+2(81),-,-,-2,42%,Bronze,任景松,孙启康,张欢,N,N
143,92,天津工业大学,嘉然,4,433,+1(21),-,-,+1(124),-,-,+2(214),-,-,+1(54),-,-,-,20%,Bronze,姚一鸣,牛庆翔,翟大恺,N,N
